fecha,producto,region,canal,promocion,precio,inventario_inicial,ventas_unidades,reabastecimiento,inventario_final,lead_time_dias
2024-05-21,Snack Saludable,Centro,Tienda,1,35.34,1822,82,0,1740,10
2024-05-22,Snack Saludable,Sur,Distribuidor,0,38.0,1740,59,0,1681,10
2024-05-23,Snack Saludable,Sur,Ecommerce,0,38.0,1681,34,0,1647,10
2024-05-24,Snack Saludable,Centro,Distribuidor,0,38.0,1647,60,0,1587,10
2024-05-25,Snack Saludable,Occidente,Distribuidor,0,38.0,1587,78,0,1509,10
2024-05-26,Snack Saludable,Sur,Tienda,0,38.0,1509,70,0,1439,10
2024-05-27,Snack Saludable,Norte,Tienda,0,38.0,1439,44,0,1395,10
2024-05-28,Snack Saludable,Centro,Tienda,0,38.0,1395,44,0,1351,10
2024-05-29,Snack Saludable,Norte,Tienda,0,38.0,1351,83,0,1268,10
2024-05-30,Snack Saludable,Occidente,Distribuidor,0,38.0,1268,61,0,1207,10
2024-05-31,Snack Saludable,Norte,Distribuidor,0,38.0,1207,54,0,1153,10
2024-06-01,Snack Saludable,Centro,Distribuidor,0,38.0,1153,75,0,1078,10
2024-06-02,Snack Saludable,Centro,Ecommerce,0,38.0,1078,74,0,1004,10
2024-06-03,Snack Saludable,Centro,Ecommerce,0,38.0,1004,42,0,962,10
2024-06-04,Snack Saludable,Centro,Tienda,0,38.0,962,70,1800,2692,10
2024-06-05,Snack Saludable,Norte,Distribuidor,1,35.34,2692,66,0,2626,10
2024-06-06,Snack Saludable,Centro,Distribuidor,1,35.34,2626,71,0,2555,10
2024-06-07,Snack Saludable,Norte,Distribuidor,1,35.34,2555,81,0,2474,10
2024-06-08,Snack Saludable,Centro,Ecommerce,0,38.0,2474,81,0,2393,10
2024-06-09,Snack Saludable,Sur,Distribuidor,0,38.0,2393,66,0,2327,10
2024-06-10,Snack Saludable,Sur,Distribuidor,0,38.0,2327,53,0,2274,10
2024-06-11,Snack Saludable,Norte,Ecommerce,0,38.0,2274,49,0,2225,10
2024-06-12,Snack Saludable,Sur,Distribuidor,0,38.0,2225,50,0,2175,10
2024-06-13,Snack Saludable,Occidente,Ecommerce,0,38.0,2175,71,0,2104,10
2024-06-14,Snack Saludable,Occidente,Ecommerce,0,38.0,2104,78,0,2026,10
2024-06-15,Snack Saludable,Occidente,Distribuidor,0,38.0,2026,60,0,1966,10
2024-06-16,Snack Saludable,Norte,Ecommerce,0,38.0,1966,58,0,1908,10
2024-06-17,Snack Saludable,Occidente,Ecommerce,0,38.0,1908,50,0,1858,10
2024-06-18,Snack Saludable,Norte,Tienda,0,38.0,1858,44,0,1814,10
2024-06-19,Snack Saludable,Centro,Distribuidor,0,38.0,1814,42,0,1772,10
2024-06-20,Snack Saludable,Norte,Distribuidor,1,35.34,1772,62,0,1710,10
2024-06-21,Snack Saludable,Occidente,Tienda,1,35.34,1710,67,0,1643,10
2024-06-22,Snack Saludable,Sur,Ecommerce,0,38.0,1643,55,0,1588,10
2024-06-23,Snack Saludable,Centro,Distribuidor,0,38.0,1588,84,0,1504,10
2024-06-24,Snack Saludable,Sur,Distribuidor,0,38.0,1504,40,0,1464,10
2024-06-25,Snack Saludable,Occidente,Distribuidor,0,38.0,1464,42,0,1422,10
2024-06-26,Snack Saludable,Occidente,Ecommerce,0,38.0,1422,65,0,1357,10
2024-06-27,Snack Saludable,Occidente,Ecommerce,0,38.0,1357,26,0,1331,10
2024-06-28,Snack Saludable,Sur,Ecommerce,0,38.0,1331,64,0,1267,10
2024-06-29,Snack Saludable,Centro,Ecommerce,0,38.0,1267,82,0,1185,10
2024-06-30,Snack Saludable,Centro,Ecommerce,0,38.0,1185,72,0,1113,10
2024-07-01,Snack Saludable,Norte,Ecommerce,0,38.0,1113,35,0,1078,10
2024-07-02,Snack Saludable,Norte,Ecommerce,0,38.0,1078,58,0,1020,10
2024-07-03,Snack Saludable,Sur,Distribuidor,0,38.0,1020,32,0,988,10
2024-07-04,Snack Saludable,Sur,Tienda,0,38.0,988,50,1759,2697,10
2024-07-05,Snack Saludable,Sur,Tienda,1,35.34,2697,63,0,2634,10
2024-07-06,Snack Saludable,Norte,Tienda,1,35.34,2634,86,0,2548,10
2024-07-07,Snack Saludable,Centro,Ecommerce,1,35.34,2548,83,0,2465,10
2024-07-08,Snack Saludable,Norte,Tienda,0,38.0,2465,55,0,2410,10
2024-07-09,Snack Saludable,Sur,Ecommerce,0,38.0,2410,59,0,2351,10
2024-07-10,Snack Saludable,Centro,Distribuidor,0,38.0,2351,54,0,2297,10
2024-07-11,Snack Saludable,Sur,Tienda,0,38.0,2297,30,0,2267,10
2024-07-12,Snack Saludable,Centro,Tienda,0,38.0,2267,56,0,2211,10
2024-07-13,Snack Saludable,Occidente,Ecommerce,0,38.0,2211,68,0,2143,10
2024-07-14,Snack Saludable,Norte,Distribuidor,0,38.0,2143,74,0,2069,10
2024-07-15,Snack Saludable,Centro,Ecommerce,0,38.0,2069,58,0,2011,10
2024-07-16,Snack Saludable,Centro,Distribuidor,0,38.0,2011,27,0,1984,10
2024-07-17,Snack Saludable,Centro,Ecommerce,0,38.0,1984,67,0,1917,10
2024-07-18,Snack Saludable,Norte,Tienda,0,38.0,1917,42,0,1875,10
2024-07-19,Snack Saludable,Norte,Distribuidor,0,38.0,1875,62,0,1813,10
2024-07-20,Snack Saludable,Sur,Distribuidor,1,35.34,1813,72,0,1741,10
2024-07-21,Snack Saludable,Sur,Tienda,1,35.34,1741,91,0,1650,10
2024-07-22,Snack Saludable,Occidente,Ecommerce,0,38.0,1650,38,0,1612,10
2024-07-23,Snack Saludable,Norte,Ecommerce,0,38.0,1612,58,0,1554,10
2024-07-24,Snack Saludable,Centro,Ecommerce,0,38.0,1554,54,0,1500,10
2024-07-25,Snack Saludable,Sur,Ecommerce,0,38.0,1500,69,0,1431,10
2024-07-26,Snack Saludable,Occidente,Tienda,0,38.0,1431,44,0,1387,10
2024-07-27,Snack Saludable,Occidente,Distribuidor,0,38.0,1387,74,0,1313,10
2024-07-28,Snack Saludable,Norte,Tienda,0,38.0,1313,47,0,1266,10
2024-07-29,Snack Saludable,Sur,Ecommerce,0,38.0,1266,51,0,1215,10
2024-07-30,Snack Saludable,Sur,Tienda,0,38.0,1215,46,0,1169,10
2024-07-31,Snack Saludable,Centro,Ecommerce,0,38.0,1169,42,0,1127,10
2024-08-01,Snack Saludable,Occidente,Tienda,0,38.0,1127,46,0,1081,10
2024-08-02,Snack Saludable,Sur,Ecommerce,0,38.0,1081,55,0,1026,10
2024-08-03,Snack Saludable,Norte,Distribuidor,0,38.0,1026,60,0,966,10
2024-08-04,Snack Saludable,Occidente,Tienda,0,38.0,966,67,1905,2804,10
2024-08-05,Snack Saludable,Centro,Ecommerce,1,35.34,2804,50,0,2754,10
2024-08-06,Snack Saludable,Norte,Ecommerce,1,35.34,2754,75,0,2679,10
2024-08-07,Snack Saludable,Sur,Ecommerce,1,35.34,2679,65,0,2614,10
2024-08-08,Snack Saludable,Norte,Ecommerce,0,38.0,2614,57,0,2557,10
2024-08-09,Snack Saludable,Occidente,Distribuidor,0,38.0,2557,52,0,2505,10
2024-08-10,Snack Saludable,Norte,Tienda,0,38.0,2505,54,0,2451,10
2024-08-11,Snack Saludable,Occidente,Distribuidor,0,38.0,2451,46,0,2405,10
2024-08-12,Snack Saludable,Sur,Ecommerce,0,38.0,2405,26,0,2379,10
2024-08-13,Snack Saludable,Centro,Distribuidor,0,38.0,2379,70,0,2309,10
2024-08-14,Snack Saludable,Centro,Distribuidor,0,38.0,2309,29,0,2280,10
2024-08-15,Snack Saludable,Norte,Ecommerce,0,38.0,2280,65,0,2215,10
2024-08-16,Snack Saludable,Occidente,Tienda,0,38.0,2215,49,0,2166,10
2024-08-17,Snack Saludable,Centro,Tienda,0,38.0,2166,63,0,2103,10
2024-08-18,Snack Saludable,Occidente,Ecommerce,0,38.0,2103,62,0,2041,10
2024-08-19,Snack Saludable,Sur,Tienda,0,38.0,2041,54,0,1987,10
2024-08-20,Snack Saludable,Norte,Ecommerce,1,35.34,1987,51,0,1936,10
2024-08-21,Snack Saludable,Occidente,Tienda,1,35.34,1936,35,0,1901,10
2024-08-22,Snack Saludable,Norte,Ecommerce,0,38.0,1901,40,0,1861,10
2024-08-23,Snack Saludable,Centro,Tienda,0,38.0,1861,53,0,1808,10
2024-08-24,Snack Saludable,Norte,Ecommerce,0,38.0,1808,46,0,1762,10
2024-08-25,Snack Saludable,Sur,Ecommerce,0,38.0,1762,72,0,1690,10
2024-08-26,Snack Saludable,Sur,Tienda,0,38.0,1690,45,0,1645,10
2024-08-27,Snack Saludable,Sur,Ecommerce,0,38.0,1645,33,0,1612,10
2024-08-28,Snack Saludable,Norte,Distribuidor,0,38.0,1612,48,0,1564,10
2024-08-29,Snack Saludable,Sur,Tienda,0,38.0,1564,52,0,1512,10
2024-08-30,Snack Saludable,Sur,Distribuidor,0,38.0,1512,53,0,1459,10
2024-08-31,Snack Saludable,Norte,Tienda,0,38.0,1459,23,0,1436,10
2024-09-01,Snack Saludable,Occidente,Ecommerce,0,38.0,1436,21,0,1415,10
2024-09-02,Snack Saludable,Centro,Ecommerce,0,38.0,1415,59,0,1356,10
2024-09-03,Snack Saludable,Norte,Distribuidor,0,38.0,1356,29,0,1327,10
2024-09-04,Snack Saludable,Norte,Tienda,0,38.0,1327,58,0,1269,10
2024-09-05,Snack Saludable,Sur,Distribuidor,1,35.34,1269,72,0,1197,10
2024-09-06,Snack Saludable,Occidente,Distribuidor,1,35.34,1197,44,0,1153,10
2024-09-07,Snack Saludable,Sur,Tienda,1,35.34,1153,61,0,1092,10
2024-09-08,Snack Saludable,Centro,Ecommerce,0,38.0,1092,66,0,1026,10
2024-09-09,Snack Saludable,Norte,Ecommerce,0,38.0,1026,41,0,985,10
2024-09-10,Snack Saludable,Norte,Tienda,0,38.0,985,61,2032,2956,10
2024-09-11,Snack Saludable,Occidente,Ecommerce,0,38.0,2956,65,0,2891,10
2024-09-12,Snack Saludable,Sur,Tienda,0,38.0,2891,32,0,2859,10
2024-09-13,Snack Saludable,Centro,Distribuidor,0,38.0,2859,36,0,2823,10
2024-09-14,Snack Saludable,Norte,Distribuidor,0,38.0,2823,58,0,2765,10
2024-09-15,Snack Saludable,Occidente,Tienda,0,38.0,2765,31,0,2734,10
2024-09-16,Snack Saludable,Occidente,Distribuidor,0,38.0,2734,24,0,2710,10
2024-09-17,Snack Saludable,Centro,Tienda,0,38.0,2710,34,0,2676,10
2024-09-18,Snack Saludable,Sur,Distribuidor,0,38.0,2676,69,0,2607,10
2024-09-19,Snack Saludable,Occidente,Ecommerce,0,38.0,2607,48,0,2559,10
2024-09-20,Snack Saludable,Occidente,Ecommerce,1,35.34,2559,50,0,2509,10
2024-09-21,Snack Saludable,Norte,Ecommerce,1,35.34,2509,60,0,2449,10
2024-09-22,Snack Saludable,Centro,Ecommerce,0,38.0,2449,42,0,2407,10
2024-09-23,Snack Saludable,Centro,Distribuidor,0,38.0,2407,38,0,2369,10
2024-09-24,Snack Saludable,Centro,Tienda,0,38.0,2369,37,0,2332,10
2024-09-25,Snack Saludable,Norte,Distribuidor,0,38.0,2332,42,0,2290,10
2024-09-26,Snack Saludable,Occidente,Tienda,0,38.0,2290,51,0,2239,10
2024-09-27,Snack Saludable,Norte,Ecommerce,0,38.0,2239,44,0,2195,10
2024-09-28,Snack Saludable,Occidente,Ecommerce,0,38.0,2195,66,0,2129,10
2024-09-29,Snack Saludable,Centro,Tienda,0,38.0,2129,53,0,2076,10
2024-09-30,Snack Saludable,Centro,Ecommerce,0,38.0,2076,65,0,2011,10
2024-10-01,Snack Saludable,Sur,Tienda,0,38.0,2011,54,0,1957,10
2024-10-02,Snack Saludable,Centro,Tienda,0,38.0,1957,48,0,1909,10
2024-10-03,Snack Saludable,Centro,Ecommerce,0,38.0,1909,51,0,1858,10
2024-10-04,Snack Saludable,Norte,Ecommerce,0,38.0,1858,38,0,1820,10
2024-10-05,Snack Saludable,Norte,Ecommerce,1,35.34,1820,69,0,1751,10
2024-10-06,Snack Saludable,Occidente,Ecommerce,1,35.34,1751,69,0,1682,10
2024-10-07,Snack Saludable,Sur,Ecommerce,1,35.34,1682,49,0,1633,10
2024-10-08,Snack Saludable,Norte,Distribuidor,0,38.0,1633,29,0,1604,10
2024-10-09,Snack Saludable,Centro,Tienda,0,38.0,1604,52,0,1552,10
2024-10-10,Snack Saludable,Norte,Distribuidor,0,38.0,1552,57,0,1495,10
2024-10-11,Snack Saludable,Sur,Distribuidor,0,38.0,1495,50,0,1445,10
2024-10-12,Snack Saludable,Centro,Distribuidor,0,38.0,1445,56,0,1389,10
2024-10-13,Snack Saludable,Occidente,Tienda,0,38.0,1389,83,0,1306,10
2024-10-14,Snack Saludable,Sur,Ecommerce,0,38.0,1306,37,0,1269,10
2024-10-15,Snack Saludable,Sur,Ecommerce,0,38.0,1269,48,0,1221,10
2024-10-16,Snack Saludable,Norte,Tienda,0,38.0,1221,59,0,1162,10
2024-10-17,Snack Saludable,Norte,Distribuidor,0,38.0,1162,32,0,1130,10
2024-10-18,Snack Saludable,Norte,Ecommerce,0,38.0,1130,53,0,1077,10
2024-10-19,Snack Saludable,Centro,Ecommerce,0,38.0,1077,78,0,999,10
2024-10-20,Snack Saludable,Occidente,Distribuidor,1,35.34,999,73,0,926,10
2024-10-21,Snack Saludable,Occidente,Tienda,1,35.34,926,60,1986,2852,10
2024-10-22,Snack Saludable,Norte,Tienda,0,38.0,2852,53,0,2799,10
2024-10-23,Snack Saludable,Sur,Distribuidor,0,38.0,2799,46,0,2753,10
2024-10-24,Snack Saludable,Sur,Distribuidor,0,38.0,2753,48,0,2705,10
2024-10-25,Snack Saludable,Occidente,Tienda,0,38.0,2705,30,0,2675,10
2024-10-26,Snack Saludable,Centro,Ecommerce,0,38.0,2675,64,0,2611,10
2024-10-27,Snack Saludable,Sur,Tienda,0,38.0,2611,60,0,2551,10
2024-10-28,Snack Saludable,Occidente,Tienda,0,38.0,2551,62,0,2489,10
2024-10-29,Snack Saludable,Norte,Tienda,0,38.0,2489,54,0,2435,10
2024-10-30,Snack Saludable,Norte,Ecommerce,0,38.0,2435,48,0,2387,10
2024-10-31,Snack Saludable,Norte,Ecommerce,0,38.0,2387,41,0,2346,10
2024-11-01,Snack Saludable,Norte,Ecommerce,0,38.0,2346,60,0,2286,10
2024-11-02,Snack Saludable,Centro,Ecommerce,0,38.0,2286,94,0,2192,10
2024-11-03,Snack Saludable,Centro,Tienda,0,38.0,2192,59,0,2133,10
2024-11-04,Snack Saludable,Occidente,Ecommerce,0,38.0,2133,58,0,2075,10
2024-11-05,Snack Saludable,Centro,Ecommerce,1,35.34,2075,82,0,1993,10
2024-11-06,Snack Saludable,Centro,Distribuidor,1,35.34,1993,87,0,1906,10
2024-11-07,Snack Saludable,Norte,Tienda,1,35.34,1906,77,0,1829,10
2024-11-08,Snack Saludable,Sur,Tienda,0,38.0,1829,35,0,1794,10
2024-11-09,Snack Saludable,Occidente,Ecommerce,0,38.0,1794,54,0,1740,10
2024-11-10,Snack Saludable,Centro,Distribuidor,0,38.0,1740,76,0,1664,10
2024-11-11,Snack Saludable,Occidente,Ecommerce,0,38.0,1664,69,0,1595,10
2024-11-12,Snack Saludable,Norte,Tienda,0,38.0,1595,55,0,1540,10
2024-11-13,Snack Saludable,Norte,Ecommerce,1,35.34,1540,50,0,1490,10
2024-11-14,Snack Saludable,Centro,Tienda,1,35.34,1490,67,0,1423,10
2024-11-15,Snack Saludable,Norte,Distribuidor,0,38.0,1423,59,0,1364,10
2024-11-16,Snack Saludable,Centro,Ecommerce,0,38.0,1364,78,0,1286,10
2024-11-17,Snack Saludable,Norte,Ecommerce,0,38.0,1286,75,0,1211,10
2024-11-18,Snack Saludable,Sur,Distribuidor,0,38.0,1211,57,0,1154,10
2024-11-19,Snack Saludable,Occidente,Tienda,0,38.0,1154,64,0,1090,10
2024-11-20,Snack Saludable,Sur,Ecommerce,1,35.34,1090,83,0,1007,10
2024-11-21,Snack Saludable,Sur,Tienda,1,35.34,1007,85,0,922,10
2024-11-22,Snack Saludable,Norte,Distribuidor,0,38.0,922,69,1980,2833,10
2024-11-23,Snack Saludable,Centro,Distribuidor,1,35.34,2833,113,0,2720,10
2024-11-24,Snack Saludable,Norte,Tienda,1,35.34,2720,86,0,2634,10
2024-11-25,Snack Saludable,Sur,Ecommerce,0,38.0,2634,53,0,2581,10
2024-11-26,Snack Saludable,Sur,Tienda,0,38.0,2581,50,0,2531,10
2024-11-27,Snack Saludable,Occidente,Ecommerce,0,38.0,2531,66,0,2465,10
2024-11-28,Snack Saludable,Sur,Ecommerce,0,38.0,2465,66,0,2399,10
2024-11-29,Snack Saludable,Sur,Distribuidor,0,38.0,2399,61,0,2338,10
2024-11-30,Snack Saludable,Occidente,Ecommerce,0,38.0,2338,82,0,2256,10
2024-12-01,Snack Saludable,Centro,Ecommerce,0,38.0,2256,76,0,2180,10
2024-12-02,Snack Saludable,Occidente,Ecommerce,0,38.0,2180,87,0,2093,10
2024-12-03,Snack Saludable,Sur,Tienda,0,38.0,2093,73,0,2020,10
2024-12-04,Snack Saludable,Centro,Distribuidor,0,38.0,2020,56,0,1964,10
2024-12-05,Snack Saludable,Norte,Tienda,1,35.34,1964,68,0,1896,10
2024-12-06,Snack Saludable,Occidente,Tienda,1,35.34,1896,81,0,1815,10
2024-12-07,Snack Saludable,Centro,Ecommerce,1,35.34,1815,102,0,1713,10
2024-12-08,Snack Saludable,Sur,Tienda,0,38.0,1713,73,0,1640,10
2024-12-09,Snack Saludable,Centro,Tienda,0,38.0,1640,53,0,1587,10
2024-12-10,Snack Saludable,Norte,Tienda,0,38.0,1587,73,0,1514,10
2024-12-11,Snack Saludable,Norte,Ecommerce,0,38.0,1514,61,0,1453,10
2024-12-12,Snack Saludable,Centro,Distribuidor,1,35.34,1453,66,0,1387,10
2024-12-13,Snack Saludable,Norte,Ecommerce,0,38.0,1387,66,0,1321,10
2024-12-14,Snack Saludable,Centro,Tienda,0,38.0,1321,69,0,1252,10
2024-12-15,Snack Saludable,Centro,Ecommerce,1,35.34,1252,115,0,1137,10
2024-12-16,Snack Saludable,Sur,Tienda,0,38.0,1137,78,0,1059,10
2024-12-17,Snack Saludable,Centro,Tienda,0,38.0,1059,54,0,1005,10
2024-12-18,Snack Saludable,Occidente,Ecommerce,0,38.0,1005,50,0,955,10
2024-12-19,Snack Saludable,Centro,Ecommerce,0,38.0,955,67,2007,2895,10
2024-12-20,Snack Saludable,Occidente,Ecommerce,1,35.34,2895,87,0,2808,10
2024-12-21,Snack Saludable,Norte,Tienda,1,35.34,2808,97,0,2711,10
2024-12-22,Snack Saludable,Centro,Distribuidor,0,38.0,2711,57,0,2654,10
2024-12-23,Snack Saludable,Sur,Ecommerce,0,38.0,2654,64,0,2590,10
2024-12-24,Snack Saludable,Norte,Distribuidor,0,38.0,2590,88,0,2502,10
2024-12-25,Snack Saludable,Occidente,Ecommerce,0,38.0,2502,53,0,2449,10
2024-12-26,Snack Saludable,Centro,Tienda,0,38.0,2449,66,0,2383,10
2024-12-27,Snack Saludable,Norte,Tienda,0,38.0,2383,65,0,2318,10
2024-12-28,Snack Saludable,Centro,Distribuidor,0,38.0,2318,74,0,2244,10
2024-12-29,Snack Saludable,Sur,Tienda,0,38.0,2244,88,0,2156,10
2024-12-30,Snack Saludable,Sur,Distribuidor,0,38.0,2156,59,0,2097,10
2024-12-31,Snack Saludable,Sur,Distribuidor,1,35.34,2097,78,0,2019,10
2025-01-01,Snack Saludable,Occidente,Distribuidor,0,38.0,2019,67,0,1952,10
2025-01-02,Snack Saludable,Centro,Ecommerce,0,38.0,1952,77,0,1875,10
2025-01-03,Snack Saludable,Occidente,Distribuidor,0,38.0,1875,56,0,1819,10
2025-01-04,Snack Saludable,Sur,Tienda,0,38.0,1819,68,0,1751,10
2025-01-05,Snack Saludable,Occidente,Ecommerce,1,35.34,1751,72,0,1679,10
2025-01-06,Snack Saludable,Occidente,Ecommerce,1,35.34,1679,62,0,1617,10
2025-01-07,Snack Saludable,Sur,Ecommerce,1,35.34,1617,62,0,1555,10
2025-01-08,Snack Saludable,Sur,Tienda,0,38.0,1555,59,0,1496,10
2025-01-09,Snack Saludable,Occidente,Tienda,0,38.0,1496,63,0,1433,10
2025-01-10,Snack Saludable,Sur,Ecommerce,0,38.0,1433,60,0,1373,10
2025-01-11,Snack Saludable,Centro,Distribuidor,0,38.0,1373,58,0,1315,10
2025-01-12,Snack Saludable,Centro,Tienda,0,38.0,1315,90,0,1225,10
2025-01-13,Snack Saludable,Norte,Ecommerce,0,38.0,1225,45,0,1180,10
2025-01-14,Snack Saludable,Sur,Tienda,0,38.0,1180,56,0,1124,10
2025-01-15,Snack Saludable,Norte,Tienda,0,38.0,1124,54,0,1070,10
2025-01-16,Snack Saludable,Sur,Ecommerce,0,38.0,1070,48,0,1022,10
2025-01-17,Snack Saludable,Occidente,Ecommerce,0,38.0,1022,69,0,953,10
2025-01-18,Snack Saludable,Norte,Distribuidor,0,38.0,953,65,1839,2727,10
2025-01-19,Snack Saludable,Sur,Tienda,0,38.0,2727,64,0,2663,10
2025-01-20,Snack Saludable,Sur,Distribuidor,1,35.34,2663,89,0,2574,10
2025-01-21,Snack Saludable,Norte,Ecommerce,1,35.34,2574,74,0,2500,10
2025-01-22,Snack Saludable,Sur,Ecommerce,0,38.0,2500,30,0,2470,10
2025-01-23,Snack Saludable,Sur,Ecommerce,0,38.0,2470,45,0,2425,10
2025-01-24,Snack Saludable,Centro,Ecommerce,0,38.0,2425,62,0,2363,10
2025-01-25,Snack Saludable,Occidente,Distribuidor,0,38.0,2363,81,0,2282,10
2025-01-26,Snack Saludable,Centro,Ecommerce,0,38.0,2282,65,0,2217,10
2025-01-27,Snack Saludable,Sur,Ecommerce,0,38.0,2217,57,0,2160,10
2025-01-28,Snack Saludable,Centro,Tienda,0,38.0,2160,69,0,2091,10
2025-01-29,Snack Saludable,Sur,Ecommerce,0,38.0,2091,57,0,2034,10
2025-01-30,Snack Saludable,Sur,Tienda,0,38.0,2034,54,0,1980,10
2025-01-31,Snack Saludable,Norte,Ecommerce,0,38.0,1980,47,0,1933,10
2025-02-01,Snack Saludable,Centro,Tienda,0,38.0,1933,86,0,1847,10
2025-02-02,Snack Saludable,Centro,Tienda,0,38.0,1847,39,0,1808,10
2025-02-03,Snack Saludable,Norte,Ecommerce,0,38.0,1808,83,0,1725,10
2025-02-04,Snack Saludable,Sur,Ecommerce,0,38.0,1725,37,0,1688,10
2025-02-05,Snack Saludable,Centro,Distribuidor,1,35.34,1688,78,0,1610,10
2025-02-06,Snack Saludable,Occidente,Ecommerce,1,35.34,1610,81,0,1529,10
2025-02-07,Snack Saludable,Norte,Distribuidor,1,35.34,1529,82,0,1447,10
2025-02-08,Snack Saludable,Occidente,Ecommerce,0,38.0,1447,104,0,1343,10
2025-02-09,Snack Saludable,Centro,Tienda,0,38.0,1343,58,0,1285,10
2025-02-10,Snack Saludable,Occidente,Distribuidor,0,38.0,1285,75,0,1210,10
2025-02-11,Snack Saludable,Norte,Distribuidor,0,38.0,1210,56,0,1154,10
2025-02-12,Snack Saludable,Sur,Distribuidor,0,38.0,1154,73,0,1081,10
2025-02-13,Snack Saludable,Norte,Tienda,0,38.0,1081,53,0,1028,10
2025-02-14,Snack Saludable,Sur,Tienda,0,38.0,1028,58,0,970,10
2025-02-15,Snack Saludable,Norte,Ecommerce,0,38.0,970,67,1970,2873,10
2025-02-16,Snack Saludable,Occidente,Tienda,0,38.0,2873,82,0,2791,10
2025-02-17,Snack Saludable,Sur,Tienda,0,38.0,2791,86,0,2705,10
2025-02-18,Snack Saludable,Occidente,Ecommerce,0,38.0,2705,78,0,2627,10
2025-02-19,Snack Saludable,Norte,Distribuidor,0,38.0,2627,72,0,2555,10
2025-02-20,Snack Saludable,Norte,Tienda,1,35.34,2555,97,0,2458,10
2025-02-21,Snack Saludable,Sur,Distribuidor,1,35.34,2458,86,0,2372,10
2025-02-22,Snack Saludable,Occidente,Distribuidor,0,38.0,2372,75,0,2297,10
2025-02-23,Snack Saludable,Centro,Ecommerce,0,38.0,2297,105,0,2192,10
2025-02-24,Snack Saludable,Occidente,Ecommerce,0,38.0,2192,68,0,2124,10
2025-02-25,Snack Saludable,Centro,Distribuidor,0,38.0,2124,77,0,2047,10
2025-02-26,Snack Saludable,Centro,Tienda,0,38.0,2047,35,0,2012,10
2025-02-27,Snack Saludable,Norte,Tienda,0,38.0,2012,37,0,1975,10
2025-02-28,Snack Saludable,Occidente,Ecommerce,0,38.0,1975,65,0,1910,10
2025-03-01,Snack Saludable,Occidente,Tienda,0,38.0,1910,69,0,1841,10
2025-03-02,Snack Saludable,Norte,Ecommerce,0,38.0,1841,83,0,1758,10
2025-03-03,Snack Saludable,Norte,Tienda,0,38.0,1758,58,0,1700,10
2025-03-04,Snack Saludable,Sur,Tienda,0,38.0,1700,97,0,1603,10
2025-03-05,Snack Saludable,Norte,Tienda,1,35.34,1603,94,0,1509,10
2025-03-06,Snack Saludable,Norte,Ecommerce,1,35.34,1509,100,0,1409,10
2025-03-07,Snack Saludable,Sur,Ecommerce,1,35.34,1409,57,0,1352,10
2025-03-08,Snack Saludable,Norte,Tienda,0,38.0,1352,90,0,1262,10
2025-03-09,Snack Saludable,Sur,Ecommerce,0,38.0,1262,78,0,1184,10
2025-03-10,Snack Saludable,Norte,Ecommerce,0,38.0,1184,82,0,1102,10
2025-03-11,Snack Saludable,Occidente,Tienda,0,38.0,1102,72,0,1030,10
2025-03-12,Snack Saludable,Sur,Ecommerce,0,38.0,1030,64,0,966,10
2025-03-13,Snack Saludable,Norte,Tienda,0,38.0,966,50,2017,2933,10
2025-03-14,Snack Saludable,Occidente,Tienda,0,38.0,2933,66,0,2867,10
2025-03-15,Snack Saludable,Occidente,Distribuidor,0,38.0,2867,95,0,2772,10
2025-03-16,Snack Saludable,Sur,Distribuidor,0,38.0,2772,99,0,2673,10
2025-03-17,Snack Saludable,Norte,Ecommerce,0,38.0,2673,60,0,2613,10
2025-03-18,Snack Saludable,Centro,Tienda,0,38.0,2613,95,0,2518,10
2025-03-19,Snack Saludable,Sur,Ecommerce,0,38.0,2518,78,0,2440,10
2025-03-20,Snack Saludable,Sur,Distribuidor,1,35.34,2440,72,0,2368,10
2025-03-21,Snack Saludable,Norte,Tienda,1,35.34,2368,70,0,2298,10
2025-03-22,Snack Saludable,Sur,Tienda,0,38.0,2298,80,0,2218,10
2025-03-23,Snack Saludable,Sur,Distribuidor,0,38.0,2218,77,0,2141,10
2025-03-24,Snack Saludable,Norte,Distribuidor,0,38.0,2141,71,0,2070,10
2025-03-25,Snack Saludable,Centro,Distribuidor,0,38.0,2070,65,0,2005,10
2025-03-26,Snack Saludable,Sur,Distribuidor,0,38.0,2005,62,0,1943,10
2025-03-27,Snack Saludable,Centro,Tienda,0,38.0,1943,46,0,1897,10
2025-03-28,Snack Saludable,Norte,Distribuidor,0,38.0,1897,73,0,1824,10
2025-03-29,Snack Saludable,Norte,Ecommerce,0,38.0,1824,62,0,1762,10
2025-03-30,Snack Saludable,Occidente,Distribuidor,0,38.0,1762,95,0,1667,10
2025-03-31,Snack Saludable,Centro,Tienda,0,38.0,1667,41,0,1626,10
2025-04-01,Snack Saludable,Occidente,Ecommerce,0,38.0,1626,45,0,1581,10
2025-04-02,Snack Saludable,Sur,Ecommerce,0,38.0,1581,54,0,1527,10
2025-04-03,Snack Saludable,Centro,Ecommerce,0,38.0,1527,60,0,1467,10
2025-04-04,Snack Saludable,Sur,Ecommerce,0,38.0,1467,57,0,1410,10
2025-04-05,Snack Saludable,Occidente,Distribuidor,1,35.34,1410,98,0,1312,10
